"business_id","name","address","city","state","postal_code","latitude","longitude","phone_number"
"PR0034079","HONG KONG BOWL","5834 S VERMONT AVE ","LOS ANGELES","CA","90044","33.9886918680","-118.2912913248",""
"PR0034088","JIMMY'S DONUT&CHINESE FOOD","1945 TYLER AVE ","SOUTH EL MONTE","CA","91733","34.0510283771","-118.0378776415",""
"PR0034121","STONE OVEN","14006 RIVERSIDE DR # FC11","SHERMAN OAKS","CA","91423","34.1575843068","-118.4382400491","818-377-6780"
"PR0034131","CALIFORNIA BOWL TERIYAKIESUS","21036 VICTORY BLVD ","WOODLAND HILLS","CA","91367","34.1881404325","-118.5922172709",""
"PR0034152","KFC","6502 LAUREL CANYON BLVD ","NORTH HOLLYWOOD","CA","91606","34.1886698338","-118.3962938705",""
"PR0034156","KALAHI BAKERY AND DELI","804 N NOGALES AVE ","WALNUT","CA","91789","34.0250698454","-117.8945401564",""
"PR0034164","FOOD 4 LESS BAKERY & DELI","3200 W CENTURY BLVD ","INGLEWOOD","CA","90303","33.9453407687","-118.3278446277",""
"PR0034171","PEPE'S POLLO","11190 S ATLANTIC AVE ","LYNWOOD","CA","90262","33.9256165423","-118.1852557065",""
"PR0034179","TOTO'S SEAFOOD GRILL ATBP","14441 ROSCOE BLVD ","PANORAMA CITY","CA","91402","34.2217163219","-118.4479757778",""
"PR0034207","JAY BEE'S BAR-B-QUE","15911 S AVALON BLVD ","GARDENA","CA","90248","33.8876187177","-118.2654852016",""
"PR0034239","DOWNTOWN KABOB","934 S LOS ANGELES ST STE #6","LOS ANGELES","CA","90015","34.0400167046","-118.2550735812",""
"PR0034262","CHICK & CHOW","9301 W PICO BLVD ","LOS ANGELES","CA","90035","34.0554210408","-118.3930468358",""
"PR0034267","STEVEN'S","1407 W EL SEGUNDO BLVD ","GARDENA","CA","90249","33.9166852043","-118.3006388993","323-755-2323"
"PR0034307","BEACH CHINESE FOOD","314 ROSECRANS AVE ","MANHATTAN BEACH","CA","90266","33.9009642139","-118.4173971485",""
"PR0034313","BOB'S MARKET DELI/MEAT DEPT","1650 OCEAN PARK BLVD ","SANTA MONICA","CA","90405","34.0118580180","-118.4676215073",""
"PR0034315","SPROUTS DELI","1515 HAWTHORNE BLVD ","REDONDO BEACH","CA","90278","33.8683388944","-118.3539356512",""
"PR0034316","EL TACO LOCO","5954 LANKERSHIM BLVD ","NORTH HOLLYWOOD","CA","91601","34.1790477516","-118.3829573975",""
"PR0034360","CAFE 100","10100 STA MON BLVD STE A105","LOS ANGELES","CA","90067","33.9453389484","-118.2283161675",""
"PR0034409","BIONICOS & CAFE BELL","6804 ATLANTIC AVE ","BELL","CA","90201","33.9742215196","-118.1870728135","323-567-8421"
"PR0034436","TRIMANA","3550 WILSHIRE BLVD STE #116","LOS ANGELES","CA","90010","34.0617026255","-118.3023103323",""
"PR0034437","JALAPENO TACOS","14605 1/2 PRAIRIE AVE","LAWNDALE","CA","90260","33.8991660929","-118.3440075092","310-191-8017"
"PR0034442","WOO REE RESTAURANT","2520 W 8TH ST 108","LOS ANGELES","CA","90057","34.0569449504","-118.2828160212",""
"PR0034446","JOSIE'S PLACE","16616 S NORMANDIE AVE ","GARDENA","CA","90247","33.8793938401","-118.2995614124",""
"PR0034450","TACOS BAJA","16032 WHITTIER BLVD ","WHITTIER","CA","90603","33.9420017224","-117.9881116544",""
"PR0034457","NANAY GLORIA'S KITCHETTE","12863 SHERMAN WAY ","NORTH HOLLYWOOD","CA","91605","34.2015313262","-118.4129517035",""
"PR0034477","LA SINALOENSE RESTAURANT","10500 S PRAIRIE AVE ","INGLEWOOD","CA","90303","33.9406945619","-118.3435331648",""
"PR0034560","MR K'S PIZZA","1504 W GLENOAKS BLVD ","GLENDALE","CA","91201","34.1681699846","-118.2862916730",""
"PR0034561","CLEMEN'S RESTAURANT","3551 S WESTERN AVE ","LOS ANGELES","CA","90018","34.0232885270","-118.3090641382",""
"PR0034570","ANGELOS BURGERS","213 W ALOSTA AVE","GLENDORA","CA","91740","34.1293109818","-117.8669439563","626-963-6789"
"PR0034574","TRACEY'S RESTAURANT","3810 S WESTERN AVE ","LOS ANGELES","CA","90062","34.0170461785","-118.3087375240",""
"PR0034603","FOOD 4 LESS #376 DELI","19200 SOLEDAD CANYON RD ","CANYON COUNTRY","CA","91351","34.4137495859","-118.4710172974",""
"PR0034605","MOFONGOS","5757 1/2 LANKERSHIM BLVD ","NORTH HOLLYWOOD","CA","91601","34.1754083865","-118.3812011872",""
"PR0034620","RUBY THAI KITCHEN (RESTAURANT)","139 LOS CERRITOS MALL # FC-25","CERRITOS","CA","90703","33.8640256745","-118.0932155976",""
"PR0034639","K&F BURGERS","560 E HOLT AVE ","POMONA","CA","91767","34.0623140514","-117.7397138310",""
"PR0034693","BLUE TABLE AGOURA HILLS","28912 ROADSIDE DR ","AGOURA HILLS","CA","91301","34.1434890297","-118.7544282020",""
"PR0034709","SZECHWAN","920 E GARVEY AVE ","MONTEREY PARK","CA","91755","34.0624306312","-118.1103112688","626-288-2218"
"PR0034722","CICCERO'S PIZZA","11651 W PICO BLVD ","LOS ANGELES","CA","90064","34.0319798709","-118.4454134487",""
"PR0034728","OIL PRO INC.","1045 BLAINE ST ","LOS ANGELES","CA","90015","34.0461890347","-118.2709906523",""
"PR0034748","RESTAUNTE Y PUPUSERIA AZUCEN","2621 SATURN AVE ","HUNTINGTON PARK","CA","90255","33.9770450044","-118.2245219035","323-585-0661"
"PR0034759","JONS MARKET PLACE #24-DELI","18135 SHERMAN WAY ","RESEDA","CA","91335","34.2013436158","-118.5285072152",""
"PR0034768","TAQUERIA TIJUANA","241 W FLORENCE AVE ","LOS ANGELES","CA","90003","33.9748453513","-118.2775274378",""
"PR0034779","GRILL CITY-SEAFOOD CITY","16130 NORDHOFF ST # #F","NORTH HILLS","CA","91343","34.2355932628","-118.4839401142",""
"PR0034795","YUMMY CHINA FAST FOOD","1600 E HOLT AVE # 819","POMONA","CA","91767","34.0630534791","-117.7188383240",""
"PR0034853","DON ROGELIO","10618 S INGLEWOOD AVE UNIT 7","INGLEWOOD","CA","90304","33.9394781347","-118.3611351846","310-677-1510"
"PR0034895","CALIFORNIA MEXICAN GRILL","11106 W OLYMPIC BLVD ","LOS ANGELES","CA","90064","34.0400654511","-118.4378983692",""
"PR0034899","SHINA NO YORU","2201 S GARFIELD AVE ","MONTEREY PARK","CA","91754","34.0375186833","-118.1306882820","323-720-9093"
"PR0034920","BIRRIERIAS TLAQUEPAQUE","1753 E FLORENCE AVE ","LOS ANGELES","CA","90001","33.9749259688","-118.2415157866","323-581-0800"
"PR0034954","WAL-MART #3522 (DELI)","3250 BIG DALTON AVE ","BALDWIN PARK","CA","91706","34.0727610266","-117.9633004287",""
"PR0034964","BIG RAY'S DRIVE IN","2624 E ALONDRA BLVD ","COMPTON","CA","90221","33.8884402606","-118.1948648067","310-637-0636"
"PR0034966","BAJA RANCH SUPERMARKET-DEFBK","425 S CITRUS AVE ","COVINA","CA","91723","34.0820228989","-117.8902788488",""
"PR0034970","BIG AL'S PIZZA","8714 E AVENUE T UNIT #M","LITTLEROCK","CA","93543","34.5428827324","-117.9743093294",""
"PR0034988","VALLARTA #26 TAQUERIA","9011 WOODMAN AVE ","PACOIMA","CA","91331","34.2331748770","-118.4389908633","818-920-2700"
"PR0034994","EL SINALOENSE","7601 STATE ST ","HUNTINGTON PARK","CA","90255","33.9690887212","-118.2103568837",""
"PR0034998","AFC SUSHI AT PAVILLIONS 2200","130 W FOOTHILL BLVD ","MONROVIA","CA","91016","34.1511900488","-117.9996622822","626-303-4547"
"PR0035000","VONS #3325 - DELI","26518 BOUQUET CANYON RD ","SANTA CLARITA","CA","91350","34.4275784890","-118.5366526084",""
"PR0035003","SHUNJI","12244 W PICO BLVD ","LOS ANGELES","CA","90064","34.0284321039","-118.4516605895","310-826-4737"
"PR0035004","TOM'S JR.","9901 S LONG BEACH BLVD ","LYNWOOD","CA","90262","33.9451543515","-118.2164200567","323-566-3955"
"PR0035006","TURF KITCHEN&BAR 25","285 W HUNTINGTON DR ","ARCADIA","CA","91007","34.1397131452","-118.0453041705",""
"PR0035020","LITTLE SAN SALVADOR REST","901 N WESTERN AVE STE #3","LOS ANGELES","CA","90029","34.0869410924","-118.3091928088","213-804-3098"
"PR0035022","RUBY B.B.Q. FOOD","9567 GARVEY AVE STE 1 & 2","SOUTH EL MONTE","CA","91733","34.0628547708","-118.0611203805","626-279-6854"
"PR0035027","EL CHALATECO","1540 W ADAMS BLVD ","LOS ANGELES","CA","90007","34.0325581759","-118.2955874179",""
"PR0035028","CRAFT COFFEE AND GOOD FOOD CAFE","5636 HOLLYWOOD BLVD ","LOS ANGELES","CA","90028","34.1015552228","-118.3127785081","323-465-6885"
"PR0035039","RALPHS DELI #711","6657 LAUREL CANYON BLVD ","NORTH HOLLYWOOD","CA","91605","34.1919198064","-118.3967361810",""
"PR0035040","RALPHS #110 DELI DEPT","3455 W SEPULVEDA BLVD ","TORRANCE","CA","90503","33.8280334334","-118.3459355478",""
"PR0035041","CHINA BOWL EXPRESS","2090 S GAREY AVE ","POMONA","CA","91766","34.0344952764","-117.7480968535",""
"PR0035059","FOOD 4 LESS #358 (DELI)","2090 S GAREY AVE ","POMONA","CA","91766","34.0344952764","-117.7480968535",""
"PR0035094","TITO'S MARKET INC.","9814 GARVEY AVE STE #15","SOUTH EL MONTE","CA","91733","34.0626997776","-118.0552058170",""
"PR0035114","ALL'ANGOLO PIZZA & PASTA","4050 W 3RD ST ","LOS ANGELES","CA","90020","34.0688614385","-118.3018747348","213-368-7888"
"PR0035115","SUSHI GALLERY, INC.","16436 S NORWALK BLVD ","CERRITOS","CA","90703","33.8810527678","-118.0722720369","562-760-4099"
"PR0035116","T & A TEA","111 W GARVEY AVE ","MONTEREY PARK","CA","91754","34.0626502767","-118.1230220393",""
"PR0035140","BIRRIERIA LUPITA #2","7030 VAN NUYS BLVD ","VAN NUYS","CA","91405","34.1981598443","-118.4484769868","818-904-1014"
"PR0035174","EMPEROR EXPRESS","13320 BURBANK BLVD ","VAN NUYS","CA","91401","34.1719585940","-118.4232954384","818-787-9235"
"PR0035175","CHINA TOWN EXPRESS #10","10036 HAWTHORNE BLVD ","INGLEWOOD","CA","90304","33.9451094997","-118.3524785396","310-677-1945"
"PR0035201","LUPITAS RESTAURANT","2634 IDELL ST ","LOS ANGELES","CA","90065","34.0866335255","-118.2238100940",""
"PR0035206","ROCCOS PIZZA","17332 W SUNSET BLVD ","PACIFIC PALISADES","CA","90272","34.0405859877","-118.5534257232",""
"PR0035241","DEANO'S GOURMENT PIZZA","6333 W 3RD ST STE #310","LOS ANGELES","CA","90036","34.0713474165","-118.3598154354",""
"PR0035284","ROYAL KABOB","5245 W ROSECRANS AVE ","HAWTHORNE","CA","90250","33.9019713001","-118.3714514091",""
"PR0035288","EL OAXACO","318 N LA BREA AVE ","INGLEWOOD","CA","90302","33.9675295317","-118.3541960882",""
"PR0035327","SEOUL TOFU HOUSE","10201 RESEDA BLVD UNIT #104","NORTHRIDGE","CA","91324","34.2561329213","-118.5361214270",""
"PR0035353","CHINA COAST","1501 S PACIFIC COAST HWY ","REDONDO BEACH","CA","90277","33.8211785802","-118.3855325531",""
"PR0035388","VINH LOI TOFU","18625 SHERMAN WAY # 101","RESEDA","CA","91335","34.2012866049","-118.5393566311","818-996-9779"
"PR0035394","LITTLE SIAM","15046 OXNARD ST ","VAN NUYS","CA","91411","34.1791624833","-118.4610898454","818-785-5464"
"PR0035406","LBJ BURGERS","925 S PACIFIC COAST HWY ","REDONDO BEACH","CA","90277","33.8272018803","-118.3857984402",""
"PR0035418","CAFE ZELLA","1531 WILSHIRE BLVD # A","SANTA MONICA","CA","90403","34.0278224265","-118.4876440548",""
"PR0035422","GELSAN'S DELI","4738 LAUREL CANYON BLVD ","STUDIO CITY","CA","91604","34.1567633648","-118.3962768600",""
"PR0035437","TRIMANA","200 CORPORATE POINTE STE 115","CULVER CITY","CA","90230","33.9879080154","-118.3829216394",""
"PR0035466","TAQUERIA EL ATACOR #3","11156 1/2 E WHITTIER BLVD","WHITTIER","CA","90606","33.9862989643","-118.0590778797","323-832-9263"
"PR0035471","PLAZA DE MARISCOS #2","4433 S ALAMEDA ST # #AA3","LOS ANGELES","CA","90058","34.0031380526","-118.2391628808",""
"PR0035476","PORT VILLAGE PIZZA","2811 E SLAUSON AVE ","HUNTINGTON PARK","CA","90255","33.9893480916","-118.2198674435",""
"PR0035482","THYME CAFE","1630 OCEAN PARK BLVD ","SANTA MONICA","CA","90405","34.0117258220","-118.4674949700",""
"PR0035483","OLD FASHION DELI","2830 N VERDUGO RD ","GLENDALE","CA","91208","34.1882251432","-118.2255734319","818-507-0805"
"PR0035497","EL BURRITO JR","1018 S LA BREA AVE ","LOS ANGELES","CA","90019","34.0567821823","-118.3454716581",""
"PR0035540","CARNITAS MICHOACAN","13947 FOOTHILL BLVD STE #104","SYLMAR","CA","91342","34.3129229295","-118.4373106070",""
"PR0035543","RALPHS CHEF EXPRESS","10900 MAGNOLIA BLVD ","NORTH HOLLYWOOD","CA","91601","34.1647954146","-118.3683485053",""
"PR0035549","TAQUERIA MI COATZINGO","5427 S CENTRAL AVE ","LOS ANGELES","CA","90011","33.9926891830","-118.2566906149","626-922-1092"
"PR0035560","TOWER OF PIZZA INC","8351 LINCOLN BLVD ","LOS ANGELES","CA","90045","33.9613928440","-118.4208394755",""
"PR0035561","CON SABOR A PERU LA","5163 W VENICE BLVD ","LOS ANGELES","CA","90019","34.0451068542","-118.3529623456",""
"PR0035564","THE HUNGRY NINJA","27674 NEWHALL RANCH RD ","VALENCIA","CA","91355","34.4377854893","-118.5660843973",""
"PR0035572","BURRO GOOOL","14650 PARTHENIA ST # J18","PANORAMA CITY","CA","91402","34.2278739329","-118.4519858413",""
"PR0035579","EL HUARACHE DE DONA CHELA INC.","10956 VALLEY MALL","EL MONTE","CA","91731","34.0739152423","-118.0360126674","626-759-6102"
"PR0035581","LUPE'S TACO STAND","4642 E 3RD ST ","LOS ANGELES","CA","90022","34.0330937282","-118.1654157236","323-266-6881"
"PR0035597","HUICHO'S BAKERY","1250 S VERMONT AVE STE 106","LOS ANGELES","CA","90006","34.0476187589","-118.2914002302",""
"PR0035598","VELARDES FRUITS","2201 E CESAR E CHAVEZ AVE ","LOS ANGELES","CA","90033","34.0479420298","-118.2099780109",""
"PR0035620","SABZEE MARKET BAKERY/DELI","17461 VENTURA BLVD ","ENCINO","CA","91316","34.1615744182","-118.5132640583","818-745-1313"
"PR0035664","HONG KONG EXPRESS","1125 E ALOSTA AVE ","AZUSA","CA","91702","34.1288550672","-117.8834428478","626-857-5558"
"PR0035671","208 RODEO PREP ROOM","208 N RODEO DR ","BEVERLY HILLS","CA","90210","34.0675806831","-118.4008189085",""
"PR0035682","LUCY'S DRIVE INN","1373 S LA BREA AVE ","LOS ANGELES","CA","90019","34.0480653317","-118.3448407376",""
"PR0035688","WENCES ACTON CHINESE","3620 SMITH AVE # L","ACTON","CA","93510","34.4680426464","-118.1964787047",""
"PR0035718","RALPHS #712 - DELI","1100 N SAN FERNANDO BLVD ","BURBANK","CA","91504","34.1889125624","-118.3182611766",""
"PR0035722","MARIA'S BAKERY","4743 N PECK RD ","EL MONTE","CA","91732","34.0898791517","-118.0151865675",""
"PR0035728","NO Q NO TACOS","3224 W VENICE BLVD ","LOS ANGELES","CA","90019","34.0434324650","-118.3191989722",""
"PR0035740","PHO PCH VIETNAMESE RESTAURANT","623 N PACIFIC COAST HWY ","REDONDO BEACH","CA","90277","33.8313474827","-118.3853163705","424-206-1072"
"PR0035762","FRESCO RESTAURANT","2627 N HOLLYWOOD WAY ","BURBANK","CA","91505","34.1962061134","-118.3490536237",""
"PR0035769","MONARCA'S MEXICAN FOOD","1220 PACIFIC COAST HWY ","HARBOR CITY","CA","90710","33.7895400917","-118.2979703127",""
"PR0035784","CHEVY CHASE COUNTRY CLUB","3067 E CHEVY CHASE DR ","GLENDALE","CA","91206","34.1719069070","-118.2033591851","818-246-5566"
"PR0035792","NORTHGATE MARKET (DELI)","15107 S ATLANTIC AVE ","COMPTON","CA","90221","33.8960512304","-118.1935542906","310-639-1300"
"PR0035805","AQUI ES OAXACA","11614 VENICE BLVD ","LOS ANGELES","CA","90066","34.0086712207","-118.4240915519",""
"PR0035808","CHINA GATE RESTAURANT","4000 LA RICA AVE STE #C","BALDWIN PARK","CA","91706","34.0854554483","-117.9668115367","626-856-1628"
"PR0035810","RUBIO'S BAKERY & RESTAURANT","4972 W PICO BLVD STE #110","LOS ANGELES","CA","90019","34.0477838218","-118.3452357739",""
"PR0035813","MON ROLL HOUSE","1509 4TH ST ","SANTA MONICA","CA","90401","34.0150279780","-118.4933057499",""
"PR0035826","CHARLES COFFEE SHOP","6333 W 3RD ST STE #412","LOS ANGELES","CA","90036","34.0713474165","-118.3598154354",""
"PR0035836","CANTON CHEF EXPRESS","4934 W PICO BLVD ","LOS ANGELES","CA","90019","34.0477620145","-118.3440661778","323-938-8998"
"PR0035849","H K CHICKEN","124 N WESTERN AVE ","LOS ANGELES","CA","90004","34.0744652955","-118.3089517184","323-461-2580"
"PR0035860","RALPHS #289 DELI","5601 WILSHIRE BLVD ","LOS ANGELES","CA","90036","34.0625220558","-118.3506072495",""
"PR0035868","EL POLLO LOCO #5918","2258 S ATLANTIC BLVD ","MONTEREY PARK","CA","91754","34.0377991768","-118.1456849693",""
"PR0035873","LOUISIANA FAMOUS FRIED CHICK","5818 RODEO RD ","LOS ANGELES","CA","90016","34.0216016549","-118.3729273005","310-838-2785"
"PR0035892","EL TACO LLAMA","12450 BURBANK BLVD STE C","VALLEY VILLAGE","CA","91607","34.1719692280","-118.4047722243",""
"PR0035903","WALMART SUPERCENTER #3523","26471 CARL BOYER DR ","SANTA CLARITA","CA","91350","34.4144154075","-118.5064893883",""
"PR0035905","GREAT KHAN'S","1604 MONTEBELLO TOWN CTR ","MONTEBELLO","CA","90640","34.0360755270","-118.0844854528","323-727-9946"
"PR0035914","JERSEY MIKES SUBS","14441 BURBANK BLVD ","VAN NUYS","CA","91401","34.1723143681","-118.4480439259","818-523-8811"
"PR0035921","HONEY BAKED HAMS","547 N GLENDALE AVE ","GLENDALE","CA","91206","34.1547922532","-118.2438828165",""
"PR0035923","JONS M ARKET JON #2 DELI","6655 VAN NUYS BLVD ","VAN NUYS","CA","91405","34.1919863922","-118.4490259493",""
"PR0035951","BELLINI BISTRO (AGH CAR WASH)","30245 CANWOOD ST ","AGOURA HILLS","CA","91301","34.1482577292","-118.7816861217","818-330-3699"
"PR0035952","VELAG KABAB HOUSE","7400 FOOTHILL BLVD ","TUJUNGA","CA","91042","34.2513626340","-118.2935387678",""
"PR0035980","UNCLE ANDREHS BBG","11715 MOORPARK ST ","STUDIO CITY","CA","91604","34.1505051309","-118.3882423239","818-763-8414"
"PR0035984","TACOS GUERO","323 E PALMDALE BLVD ","PALMDALE","CA","93550","34.5803178827","-118.1239102115",""
"PR0036031","BACHAN'S TAKEOUT","1324 1/2 POTRERO GRANDE DR ","ROSEMEAD","CA","91770","34.0455079653","-118.0995308160","626-572-7010"
"PR0036041","ASIA KITCHEN REST","3523 W ARTESIA BLVD ","TORRANCE","CA","90504","33.8733788909","-118.3343852165",""
"PR0036048","OLYMPIC CAFE HOUSE OF BKFST","3728 W OLYMPIC BLVD ","LOS ANGELES","CA","90019","34.0531629331","-118.3194997436",""
"PR0036060","LA TIA","1175 E HOLT AVE ","POMONA","CA","91767","34.0634276566","-117.7267833957","909-622-2050"
"PR0036080","BRISTOL FARMS SUSHI #2303","1570 ROSECRANS AVE STE #H","MANHATTAN BEACH","CA","90266","33.9017944324","-118.3863973168",""
"PR0036095","COPYCAT CAFE","2506 HUNTINGTON DR ","SAN MARINO","CA","91108","34.1232775132","-118.1009558649","676-286-8520"
"PR0036132","ZERMENOS RESTAURANT INC","6115 SANTA MONICA BLVD UNIT UNIT","LOS ANGELES","CA","90038","34.0909770595","-118.3226046724",""
"PR0036146","JAZMIN'S BAKERY","24330 MAIN ST ","NEWHALL","CA","91321","34.3813473266","-118.5300495929",""
"PR0036165","STATER BROS #106 (DELI)","375 N AZUSA AVE ","WEST COVINA","CA","91791","34.0768324134","-117.9078877280",""
"PR0036197","LA CHINESE EXPRESS","1852 E PALMDALE BLVD ","PALMDALE","CA","93550","34.5795292421","-118.0959252680",""
"PR0036211","JIM DANDY FRIED CHICKEN","11328 VERMONT AVE","LOS ANGELES","CA","90044","33.9316849204","-118.2913531262",""
"PR0036219","SUPERIOR SUPER WHSE BAKERY","10211 S AVALON BLVD ","LOS ANGELES","CA","90003","33.9433851825","-118.2653504208",""
"PR0036223","THE FRESH GOURMET","2004 HUNTINGTON DR ","SAN MARINO","CA","91108","34.1201709317","-118.1098729223",""
"PR0036229","EL INDIO AZTECA","19247 ROSCOE BLVD ","NORTHRIDGE","CA","91324","34.2206534312","-118.5526850601",""
"PR0036232","PAVILIONS DELI # 2739","8969 SANTA MONICA BLVD ","WEST HOLLYWOOD","CA","90069","34.0839503437","-118.3864622018",""
"PR0036237","NORTHGATE MARKET #23 BAKERY","311 W PACIFIC COAST HWY STE D","WILMINGTON","CA","90744","33.7911689368","-118.2660235827",""
"PR0036242","HUGO'S TACOS","3300 GLENDALE BLVD ","LOS ANGELES","CA","90039","34.1188803742","-118.2594843022",""
"PR0036255","ORIENTAL EXPRESS CAFE","158 S SAN GABRIEL BLVD ","SAN GABRIEL","CA","91776","34.1023444369","-118.0908228145","626-292-1868"
"PR0036288","HOLLYWOOD MAROUCH","4905 SANTA MONICA BLVD","LOS ANGELES","CA","90029","34.0909987875","-118.2962111331",""
"PR0036298","LA PLAYA RESTAURANT","1642 W ADAMS BLVD ","LOS ANGELES","CA","90007","34.0325447521","-118.2986823886","323-730-1250"
"PR0036303","RESTAURANT LINDO ACAPULCO","3627 W ROSECRANS AVE ","HAWTHORNE","CA","90250","33.9020639161","-118.3357821258","310-844-3167"
"PR0036330","LEMONADE RESTAURANT","626 N LARCHMONT BLVD ","LOS ANGELES","CA","90004","34.0824682033","-118.3234889406","310-874-3325"
"PR0036365","EL PAPATURRO PLACE","9040 WOODMAN AVE ","PACOIMA","CA","91331","34.2341287534","-118.4393055441",""
"PR0036385","SUPERIOR SUPER WAREHOUSE-BKY","11202 S CRENSHAW BLVD ","INGLEWOOD","CA","90303","33.9321519278","-118.3252605698",""
"PR0036389","SANSAI JAPANESE GRILL","806 W 8TH ST ","LOS ANGELES","CA","90017","34.0473157311","-118.2604272158",""
"PR0036416","TAGUERIA DON JORGE","9406 E ALONDRA BLVD ","BELLFLOWER","CA","90706","33.8891714717","-118.1337452101","562-920-9554"
"PR0036465","THAI FANTASY","5900 MONTEREY RD ","LOS ANGELES","CA","90042","34.1048735242","-118.1843348371",""
"PR0036480","PANDA HUT CHINESE CUISINE","404 S FIGUEROA ST STE 403","LOS ANGELES","CA","90071","34.0532157858","-118.2560101517","213-622-7799"
"PR0036495","COSTA GRANDE","7139 SEPULVEDA BLVD # #A","VAN NUYS","CA","91405","34.2003102266","-118.4662321601","818-779-3101"
"PR0036497","GELSON'S DELI #2","16450 VENTURA BLVD ","ENCINO","CA","91436","34.1573069332","-118.4919238626",""
"PR0036524","PARILLAS CHOLITO","12121 PARAMOUNT BLVD ","DOWNEY","CA","90242","33.9313274756","-118.1466234422",""
"PR0036540","PITA GRILL","6442 BELLINGHAM AVE ","NORTH HOLLYWOOD","CA","91606","34.1878963101","-118.3985878669","818-487-8727"
"PR0036542","RALPHS DELI #293","1233 N LA BREA AVE ","WEST HOLLYWOOD","CA","90038","34.0931727980","-118.3442500991",""
"PR0036548","BENTOMO","1831 S LA CIENEGA BLVD STE E","LOS ANGELES","CA","90035","34.0436018987","-118.3766688736",""
"PR0036556","GJELINA TAKE AWAY","1427 ABBOT KINNEY BLVD ","VENICE","CA","90291","33.9905640675","-118.4650465198","310-963-7866"
"PR0036587","TEN REN'S TEA TIME","515 N GRAND AVE STE F","WALNUT","CA","91789","34.0276166058","-117.8361620617",""
"PR0036627","VALERIOS TROPICAL BAKESHOP","1509 E AMAR RD ","WEST COVINA","CA","91792","34.0313155679","-117.9143690394","626-810-8948"
"PR0036629","TACOS EL JALICIENSE","5900 1/2 CLARA ST ","BELL GARDENS","CA","90201","33.9626004993","-118.1620778345",""
"PR0036709","DENJ RESTAURANT","20002 VENTURA BLVD ","WOODLAND HILLS","CA","91364","34.1715990401","-118.5686211611","818-340-7777"
"PR0036736","MONROVIA PIZZA COMPANY","503 W DUARTE RD STE C","MONROVIA","CA","91016","34.1323217803","-118.0095890741","626-934-7989"
"PR0036752","MAUI CHICKEN","4509 SEPULVEDA BLVD ","TORRANCE","CA","90505","33.8268665668","-118.3602034937","310-543-2777"
"PR0036765","RINCONCITO FAMILIAR","1251 E OLYMPIC BLVD ","LOS ANGELES","CA","90021","34.0324905548","-118.2444349223","213-200-3081"
"PR0036791","LOS COCOS BAKERY","4804 1/2 S CENTINELA AVE ","LOS ANGELES","CA","90066","33.9896387557","-118.4189103589",""
"PR0036796","LAX-C DELI SECTION","1100 N MAIN ST ","LOS ANGELES","CA","90012","34.0632778585","-118.2333907871",""
"PR0036803","CHINESE COMBO","2160 E WILLOW ST ","SIGNAL HILL","CA","90755","33.8042822367","-118.1658324040",""
"PR0036838","MIYABI-TEI","21515 S WESTERN AVE # 150","TORRANCE","CA","90501","33.8336904286","-118.3090820834",""
"PR0036864","EL CAPORAL #2","8041 VINELAND AVE ","SUN VALLEY","CA","91352","34.2169010004","-118.3705334841",""
"PR0036867","CHINESE GOURMET","16289 E PARAMOUNT BLVD STE #B","PARAMOUNT","CA","90723","33.8861196322","-118.1601723291",""
"PR0036881","BROTHERS BBQ","7725 CRENSHAW BLVD ","LOS ANGELES","CA","90043","33.9692665598","-118.3310344255","323-751-1050"
"PR0036940","PHO 2000","928 S WESTERN AVE STE 117","LOS ANGELES","CA","90006","34.0548471665","-118.3088600254",""
"PR0036948","ARTUR'S GARDEN","1240 HOOPER AVE ","LOS ANGELES","CA","90021","34.0265538704","-118.2428525787",""
"PR0036953","TACOS EL UNICO","1375 W ADAMS BLVD ","LOS ANGELES","CA","90007","34.0329094808","-118.2909242317","323-737-1044"
"PR0036956","LOS RUIZENORES","13566 GLENOAKS BLVD ","SYLMAR","CA","91342","34.3186847118","-118.4637333267","818-367-5555"
"PR0036958","MATT'S FISH MARKET","123 N WILMINGTON AVE ","COMPTON","CA","90220","33.8967307205","-118.2379215212",""
"PR0036966","SHANGRILA HOTEL-MAIN KITCHEN","1301 OCEAN AVE ","SANTA MONICA","CA","90401","34.0154437483","-118.4990225205","310-394-2791"
"PR0036986","MI QUERIDO PULGARCITO PUPUSE","1606 W WASHINGTON BLVD ","LOS ANGELES","CA","90007","34.0398008646","-118.2919443009",""
"PR0037000","ANI'S BBQ CHICKEN","528 N MONTEBELLO BLVD ","MONTEBELLO","CA","90640","34.0028540096","-118.1102879387","323-888-0750"
"PR0037003","VIVA LA ESTRELLA BELEN","3733 1/2 N MISSION RD ","LOS ANGELES","CA","90031","34.0692527236","-118.2003136803","323-225-1148"
"PR0037009","PICK UP STIX #718","18101 CHATSWORTH ST ","GRANADA HILLS","CA","91344","34.2647543499","-118.5261034089","818-366-1688"
"PR0037030","TOP VALU BAKERY AND CAFE","10819 HAWTHORNE BLVD ","INGLEWOOD","CA","90304","33.9376043937","-118.3528991692","310-671-7988"
"PR0037033","LOUISINAN JOHN'S FISH MARKET","932 S CENTRAL AVE ","COMPTON","CA","90220","33.8878153813","-118.2497516825",""
"PR0037071","DORIS BAKERY","2523 W TEMPLE ST ","LOS ANGELES","CA","90026","34.0724709509","-118.2741669913","213-381-3522"
